customer_id,customer_name,mobile_number,email,aadhar_last4,pan_last4,registered_address,wallet_balance,outstanding_dues,credit_score,account_status,loan_id,loan_amount,remaining_amount,monthly_emi,next_due_date,loan_status,last_recharge_amount,last_recharge_date,billing_cycle,current_bill_amount,payment_due_date,txn_count_30d,last_txn_date,complaint_id,complaint_status,complaint_created_date
C1138,User_139,9708385054,user139@example.com,8372,8982,City_31,1200.47,3278.12,348,closed,,0.0,0.0,0.0,,,499,2025-09-05,27,1365.62,2025-12-12,10,2025-10-24,,,
C1139,User_140,9199536405,user140@example.com,2476,9571,City_47,1042.4,4868.1,351,active,L65cc6a1c,15000.0,11700.99,1250.0,2025-11-19,completed,399,2025-10-09,9,224.9,2025-12-08,2,2025-11-15,,,
C1140,User_141,9301898077,user141@example.com,1787,2049,City_20,971.99,3785.28,387,closed,,0.0,0.0,0.0,,,299,2025-09-30,3,543.19,2025-11-25,13,2025-10-08,,,
C1141,User_142,9770552278,user142@example.com,3529,0794,City_34,275.29,910.02,592,suspended,L78a1d06c,15000.0,428.81,1500.0,2025-12-18,completed,149,2025-09-02,28,1039.22,2025-12-17,12,2025-08-30,,,
C1142,User_143,9740710862,user143@example.com,9882,0534,City_6,147.67,2946.08,382,closed,L6fac60a2,25000.0,3481.65,694.44,2025-11-25,overdue,199,2025-10-11,6,1543.51,2025-12-06,6,2025-08-20,,,
C1143,User_144,9238713951,user144@example.com,4929,3210,City_30,800.43,4333.95,654,active,,0.0,0.0,0.0,,,599,2025-11-13,2,99.66,2025-11-25,14,2025-09-10,CMP10143,in_progress,2025-04-25
C1144,User_145,9781697435,user145@example.com,5594,6618,City_22,510.0,2831.35,397,closed,,0.0,0.0,0.0,,,199,2025-09-16,3,147.49,2025-12-14,2,2025-08-21,,,
C1145,User_146,9803454777,user146@example.com,3327,5736,City_18,543.15,3817.2,837,active,,0.0,0.0,0.0,,,599,2025-11-14,7,34.16,2025-12-10,4,2025-10-03,,,
C1146,User_147,9162494626,user147@example.com,4823,0178,City_5,405.36,2717.07,331,suspended,,0.0,0.0,0.0,,,499,2025-08-28,22,411.92,2025-11-24,10,2025-08-29,,,
C1147,User_148,9198869716,user148@example.com,2342,0365,City_21,1999.97,4870.06,845,active,,0.0,0.0,0.0,,,299,2025-11-07,26,1901.56,2025-11-19,9,2025-09-18,,,
C1148,User_149,9898503533,user149@example.com,6382,8968,City_10,1384.7,68.32,396,suspended,,0.0,0.0,0.0,,,49,2025-10-02,2,1120.88,2025-12-05,14,2025-08-31,,,
C1149,User_150,9469749032,user150@example.com,7860,4710,City_36,390.73,2394.8,523,closed,L03fd9fff,5000.0,1681.02,138.89,2025-11-30,active,149,2025-09-29,22,822.41,2025-11-20,6,2025-11-15,,,
C1150,User_151,9237509784,user151@example.com,1595,1566,City_37,1628.46,1095.15,688,closed,Lf93a60fa,20000.0,466.66,3333.33,2025-12-08,active,599,2025-10-12,3,1170.1,2025-11-30,5,2025-10-28,,,
C1151,User_152,9683127161,user152@example.com,1561,2356,City_19,989.81,889.13,489,closed,,0.0,0.0,0.0,,,149,2025-08-20,24,1550.01,2025-12-02,13,2025-11-09,,,
C1152,User_153,9928931710,user153@example.com,6395,6013,City_30,705.95,3745.46,476,active,,0.0,0.0,0.0,,,499,2025-10-27,25,1349.84,2025-11-22,2,2025-10-02,,,
C1153,User_154,9252089144,user154@example.com,7850,5159,City_29,1394.66,1302.49,856,closed,L7b7dcce5,25000.0,24739.35,1041.67,2025-12-18,overdue,499,2025-10-18,19,62.62,2025-12-16,4,2025-08-23,,,
C1154,User_155,9877783849,user155@example.com,8053,7763,City_5,436.95,2133.95,622,closed,,0.0,0.0,0.0,,,599,2025-10-15,24,951.17,2025-12-14,15,2025-10-06,,,
C1155,User_156,9763392460,user156@example.com,9237,7326,City_24,241.08,1651.12,496,active,Lbdc1324a,10000.0,1820.17,1000.0,2025-12-13,completed,199,2025-09-01,25,1822.89,2025-12-09,7,2025-09-12,,,
C1156,User_157,9956395441,user157@example.com,4931,4951,City_20,321.78,1077.9,324,suspended,La7eb4f51,15000.0,7789.81,2500.0,2025-12-01,completed,149,2025-09-06,3,735.53,2025-11-28,3,2025-09-29,,,
C1157,User_158,9408881822,user158@example.com,5113,3406,City_3,685.05,2102.99,329,suspended,Lcb01ea1b,10000.0,4294.47,833.33,2025-12-10,active,499,2025-08-27,23,47.31,2025-12-10,3,2025-11-04,,,
C1158,User_159,9304374814,user159@example.com,5997,3534,City_19,1926.7,2290.14,498,active,Lf1ab93e4,20000.0,10224.19,2000.0,2025-11-20,overdue,149,2025-09-01,16,1620.02,2025-12-11,3,2025-11-01,,,
C1159,User_160,9930747138,user160@example.com,3645,5373,City_43,372.08,2249.31,693,active,L88e26813,20000.0,1783.03,1666.67,2025-11-21,active,49,2025-10-12,15,498.93,2025-12-18,12,2025-10-13,,,
C1160,User_161,9112313521,user161@example.com,1023,8846,City_8,914.82,1114.94,809,active,,0.0,0.0,0.0,,,149,2025-08-27,11,1830.61,2025-11-30,3,2025-11-13,,,
C1161,User_162,9012235939,user162@example.com,7943,6339,City_14,778.98,3505.08,627,active,L84bfa991,5000.0,3363.49,833.33,2025-12-05,overdue,499,2025-08-27,16,1198.7,2025-11-23,15,2025-09-11,,,
C1162,User_163,9688278237,user163@example.com,1955,9436,City_47,1086.29,1681.88,589,closed,L05df30ca,15000.0,10077.6,625.0,2025-11-29,active,49,2025-10-03,3,1395.17,2025-12-05,5,2025-10-16,,,
C1163,User_164,9695429713,user164@example.com,5610,7727,City_33,1550.43,641.39,663,suspended,,0.0,0.0,0.0,,,399,2025-08-27,16,1820.05,2025-12-01,2,2025-09-14,,,
C1164,User_165,9925356721,user165@example.com,2041,5213,City_21,610.77,4882.69,453,closed,,0.0,0.0,0.0,,,599,2025-08-22,21,285.8,2025-11-25,12,2025-09-12,,,
C1165,User_166,9712074871,user166@example.com,2264,1536,City_23,1574.43,4966.17,762,suspended,,0.0,0.0,0.0,,,49,2025-11-13,13,1775.41,2025-11-22,5,2025-09-27,,,
C1166,User_167,9293536596,user167@example.com,5581,5297,City_6,425.7,3171.64,332,closed,,0.0,0.0,0.0,,,299,2025-09-03,5,1516.88,2025-12-13,1,2025-10-22,,,
C1167,User_168,9363604219,user168@example.com,4754,6420,City_16,1891.46,4613.85,466,closed,,0.0,0.0,0.0,,,99,2025-09-20,17,1787.91,2025-12-08,3,2025-11-09,,,
C1168,User_169,9468958571,user169@example.com,2213,2880,City_42,1687.15,2436.38,844,active,L168139d1,25000.0,24603.28,4166.67,2025-11-24,completed,299,2025-11-08,2,133.79,2025-12-15,9,2025-10-23,,,
C1169,User_170,9556727575,user170@example.com,2267,6685,City_4,482.39,4161.94,707,suspended,,0.0,0.0,0.0,,,149,2025-08-30,14,181.15,2025-11-25,13,2025-10-11,,,
C1170,User_171,9862818331,user171@example.com,8797,3992,City_36,803.27,4249.67,645,active,Ld95a20ad,10000.0,7693.37,1000.0,2025-12-17,overdue,399,2025-11-16,7,1621.1,2025-12-10,9,2025-10-16,,,
C1171,User_172,9778155948,user172@example.com,7974,1572,City_30,1627.92,4754.49,586,active,,0.0,0.0,0.0,,,399,2025-08-20,6,1417.33,2025-11-22,2,2025-10-05,,,
C1172,User_173,9823576573,user173@example.com,8787,6826,City_42,1394.48,2411.14,464,closed,,0.0,0.0,0.0,,,199,2025-11-12,1,520.57,2025-11-28,6,2025-10-14,,,
C1173,User_174,9131795544,user174@example.com,4290,1829,City_1,667.84,4888.51,846,closed,L36b70aee,10000.0,396.66,833.33,2025-11-19,overdue,599,2025-10-25,15,840.67,2025-12-10,15,2025-11-02,,,
C1174,User_175,9012265203,user175@example.com,3742,4667,City_39,707.97,3217.82,535,suspended,L88788bee,10000.0,8653.32,1000.0,2025-12-05,active,399,2025-09-13,8,247.47,2025-12-02,9,2025-09-08,,,
C1175,User_176,9196055495,user176@example.com,1268,9363,City_37,624.83,216.2,598,suspended,,0.0,0.0,0.0,,,299,2025-08-29,6,290.86,2025-11-28,14,2025-11-10,,,
C1176,User_177,9798897945,user177@example.com,1862,0139,City_19,509.13,1643.87,698,closed,,0.0,0.0,0.0,,,299,2025-10-15,12,593.42,2025-12-10,7,2025-10-09,,,
C1177,User_178,9110274834,user178@example.com,1117,6997,City_32,15.78,2009.06,639,suspended,,0.0,0.0,0.0,,,599,2025-11-12,3,711.62,2025-11-19,10,2025-09-03,,,
C1178,User_179,9430831047,user179@example.com,9106,9904,City_24,608.46,1191.36,743,active,,0.0,0.0,0.0,,,199,2025-08-30,15,855.49,2025-11-23,8,2025-09-05,,,
C1179,User_180,9280176454,user180@example.com,4285,7358,City_35,427.41,4796.25,487,suspended,,0.0,0.0,0.0,,,149,2025-11-06,11,141.27,2025-11-30,5,2025-09-13,,,
C1180,User_181,9336474415,user181@example.com,6880,5689,City_12,1033.59,4405.04,484,active,,0.0,0.0,0.0,,,149,2025-09-16,16,1390.48,2025-12-14,7,2025-09-06,,,
C1181,User_182,9687225548,user182@example.com,9945,1911,City_32,987.62,2062.91,676,closed,,0.0,0.0,0.0,,,149,2025-10-06,10,168.95,2025-12-04,10,2025-10-01,,,
C1182,User_183,9171891647,user183@example.com,5249,8028,City_48,1509.28,4276.25,523,suspended,,0.0,0.0,0.0,,,99,2025-10-23,20,929.84,2025-12-16,4,2025-10-30,,,
C1183,User_184,9359279947,user184@example.com,1177,4839,City_36,89.75,3776.93,526,closed,L32eb0b38,20000.0,6083.49,1666.67,2025-11-24,overdue,99,2025-11-18,19,171.79,2025-11-30,11,2025-11-13,,,
C1184,User_185,9663257279,user185@example.com,8746,8043,City_39,932.86,1907.47,694,suspended,,0.0,0.0,0.0,,,99,2025-08-22,20,1035.54,2025-11-25,5,2025-10-12,,,
C1185,User_186,9082537904,user186@example.com,1719,1499,City_13,1483.8,2941.85,563,suspended,,0.0,0.0,0.0,,,99,2025-10-19,7,1493.44,2025-12-09,12,2025-10-13,,,
C1186,User_187,9316658727,user187@example.com,8058,1232,City_39,355.48,4259.11,683,active,L486daf0f,15000.0,9759.94,416.67,2025-11-26,overdue,499,2025-09-29,24,483.28,2025-11-23,5,2025-11-02,,,
C1187,User_188,9890615977,user188@example.com,5167,0871,City_17,1999.72,2970.76,505,active,L1389da2a,5000.0,2523.04,138.89,2025-11-30,completed,499,2025-10-19,4,1301.6,2025-11-24,12,2025-10-08,,,
C1188,User_189,9224112383,user189@example.com,0585,4356,City_41,644.41,1053.49,544,suspended,,0.0,0.0,0.0,,,149,2025-11-04,5,988.12,2025-11-28,8,2025-09-24,,,
C1189,User_190,9435278893,user190@example.com,8305,7911,City_28,1348.05,2655.62,632,suspended,,0.0,0.0,0.0,,,199,2025-10-05,23,1467.56,2025-12-08,8,2025-10-22,,,
C1190,User_191,9539972922,user191@example.com,8113,2726,City_3,1055.43,3849.22,510,suspended,,0.0,0.0,0.0,,,499,2025-09-26,11,1992.81,2025-11-29,14,2025-11-12,,,
C1191,User_192,9032397972,user192@example.com,0310,1108,City_5,1234.03,3804.39,326,suspended,L86a84cb4,25000.0,4938.07,4166.67,2025-12-09,completed,199,2025-09-15,15,153.02,2025-11-30,11,2025-10-16,,,
C1192,User_193,9977263250,user193@example.com,6573,0917,City_38,518.75,1676.15,340,suspended,,0.0,0.0,0.0,,,149,2025-08-28,11,1301.75,2025-12-03,7,2025-09-05,,,
C1193,User_194,9816612618,user194@example.com,9323,2659,City_12,983.2,4050.04,527,active,Le27a62a1,10000.0,6386.81,833.33,2025-11-20,overdue,49,2025-09-19,1,767.77,2025-11-25,14,2025-09-27,,,
C1194,User_195,9440543382,user195@example.com,4376,1121,City_37,1927.18,3385.96,583,suspended,,0.0,0.0,0.0,,,399,2025-09-24,24,904.21,2025-12-06,9,2025-10-01,,,
C1195,User_196,9631315441,user196@example.com,9948,6497,City_12,422.06,3058.07,875,suspended,Lbc9dd104,15000.0,1784.65,1250.0,2025-11-28,overdue,149,2025-10-03,1,246.42,2025-12-18,6,2025-09-16,,,
C1196,User_197,9543786696,user197@example.com,6812,2701,City_45,443.78,2551.65,540,closed,,0.0,0.0,0.0,,,199,2025-09-24,4,702.8,2025-12-08,14,2025-09-20,,,
C1197,User_198,9904534999,user198@example.com,8950,6825,City_50,136.93,200.49,547,closed,,0.0,0.0,0.0,,,99,2025-10-03,23,1846.77,2025-12-04,3,2025-11-09,,,
C1198,User_199,9817978892,user199@example.com,7773,6295,City_50,154.17,133.65,701,closed,,0.0,0.0,0.0,,,499,2025-09-02,16,1434.84,2025-12-13,15,2025-10-10,,,
C1199,User_200,9228343159,user200@example.com,1665,5260,City_42,1550.25,2137.95,732,closed,,0.0,0.0,0.0,,,499,2025-10-17,2,300.83,2025-12-06,0,2025-10-22,,,
